id,name,country_id,playing_role,bating_style,bowling_style,matches,innings,runs,average_score,strike_rate,100s,50,wickets,bowling_avg,bowling_econ,bowling_sr,batting_avg_allround,bowling_avg_allround,wickets_allround
935995,Afif Hossain,25,allrounder,left-hand bat,right-arm offbreak,22,19,495,35.35,90.65,0,3,3,22.66,4.97,27.3,35.35,22.66,3
380354,Anamul Haque,25,wicketkeeper batter,right-hand bat,,44,41,1254,30.58,74.15,3,5,,,,,30.58,,
1346729,Dilara Akter,25,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,
932355,Ebadot Hossain,25,bowler,right-hand bat,right-arm fast-medium,4,3,0,0,0,0,0,11,19.09,5.94,19.2,0,19.09,11
627048,Fahima Khatun,25,bowler,right-hand bat,legbreak,,,,,,,,,,,,,,
486995,Fargana Hoque,25,top-order batter,right-hand bat,,,,,,,,,,,,,,,
1195124,Fariha Trisna,25,bowler,right-hand bat,left-arm medium,,,,,,,,,,,,,,
926629,Hasan Mahmud,25,bowler,right-hand bat,right-arm medium,6,3,1,0.33,9.09,0,0,8,32,5.9,32.5,0.33,32,8
343649,Jahanara Alam,25,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
927619,Khaled Ahmed,25,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
346295,Lata Mondal,25,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,
536936,Litton Das,25,wicketkeeper batter,right-hand bat,right-arm offbreak,60,60,1912,34.76,87.58,5,7,,,,,34.76,,
833087,Mahedi Hasan,25,allrounder,right-hand bat,right-arm offbreak,3,3,24,8,72.72,0,0,2,52.5,4.56,69,8,52.5,2
1161381,Mahmudul Hasan Joy,25,top-order batter,right-hand bat,,,,,,,,,,,,,,,
56025,Mahmudullah,25,allrounder,right-hand bat,right-arm offbreak,215,187,4879,35.61,76.32,3,27,82,45.26,5.21,52.1,35.61,45.26,82
1332561,Marufa Akter,25,bowler,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
629063,Mehidy Hasan Miraz,25,allrounder,right-hand bat,right-arm offbreak,67,42,756,22.9,78.91,1,2,79,32.89,4.66,42.3,22.9,32.89,79
990081,Mohammad Naim,25,opening batter,left-hand bat,,2,1,1,1,50,0,0,,,,,1,,
629070,Mohammad Saifuddin,25,bowling allrounder,left-hand bat,right-arm medium-fast,29,19,362,36.2,85.78,0,2,41,31.19,5.98,31.2,36.2,31.19,41
373696,Mominul Haque,25,middle-order batter,left-hand bat,slow left-arm orthodox,28,26,557,22.28,74.36,0,3,7,27.14,4.87,33.4,22.28,27.14,7
550133,Mosaddek Hossain,25,middle-order batter,right-hand bat,right-arm offbreak,43,35,634,25.36,82.76,0,3,17,57,5.14,66.4,25.36,57,17
1145089,S Mostary,25,middle-order batter,right-hand bat,right-arm medium,,,,,,,,,,,,,,
549950,Munim Shahriar,25,batter,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
1080264,Murshida Khatun,25,opening batter,left-hand bat,,,,,,,,,,,,,,,
56029,Mushfiqur Rahim,25,wicketkeeper batter,right-hand bat,,239,224,6811,36.42,78.77,8,42,,,,,36.42,,
330902,Mustafizur Rahman,25,bowler,left-hand bat,left-arm fast-medium,82,36,105,7.5,57.37,0,0,141,23.9,5.08,28.2,7.5,23.9,141
924183,Nahida Akter,25,bowler,right-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
629058,Najmul Hossain Shanto,25,top-order batter,left-hand bat,right-arm offbreak,15,15,210,14,60.86,0,0,0,,4,,14,,0
348049,Nasum Ahmed,25,bowler,left-hand bat,slow left-arm orthodox,4,1,18,,163.63,0,0,5,25.6,3.39,45.2,,25.6,5
932635,Nayeem Hasan,25,bowler,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
924177,Nigar Sultana,25,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,
410765,Nurul Hasan,25,wicketkeeper batter,right-hand bat,,6,5,165,82.5,94.82,0,0,,,,,82.5,,
1139511,Parvez Hossain Emon,25,wicketkeeper batter,left-hand bat,,,,,,,,,,,,,,,
1204964,Rabeya Khan,25,allrounder,right-hand bat,legbreak,,,,,,,,,,,,,,
478808,Ritu Moni,25,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,
343648,Rumana Ahmed,25,allrounder,right-hand bat,legbreak,,,,,,,,,,,,,,
373538,Sabbir Rahman,25,middle-order batter,right-hand bat,legbreak,66,59,1333,25.63,91.23,1,6,3,115,6.76,102,25.63,115,3
301603,Salma Khatun,25,allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
1205142,Sanjida Akter Meghla,25,bowler,right-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
629057,Shadman Islam,25,opening batter,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
420402,Afsar Zazai,40,wicketkeeper batter,right-hand bat,,17,16,264,17.6,54.09,0,2,,,,,17.6,,
819429,Azmatullah Omarzai,40,allrounder,right-hand bat,right-arm medium-fast,7,4,35,11.66,62.5,0,0,4,44.75,4.36,61.5,11.66,44.75,4
819441,Darwish Rasooli,40,top-order batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
568136,Fareed Ahmad,40,bowler,left-hand bat,left-arm fast-medium,11,3,7,,33.33,0,0,15,22.86,4.63,29.6,,22.86,15
974175,Fazalhaq Farooqi,40,bowler,right-hand bat,left-arm fast-medium,10,3,2,2,25,0,0,17,23.7,5.09,27.9,2,23.7,17
352048,Gulbadin Naib,40,batting allrounder,right-hand bat,right-arm medium-fast,75,64,1150,20.53,73.15,0,5,64,35.6,5.41,39.4,20.53,35.6,64
440970,Hashmatullah Shahidi,40,top-order batter,left-hand bat,right-arm offbreak,53,53,1505,32.71,65.57,0,13,0,,8.33,,32.71,,0
793457,Hazratullah Zazai,40,opening batter,left-hand bat,slow left-arm orthodox,16,16,361,22.56,88.26,0,2,,,,,22.56,,
921509,Ibrahim Zadran,40,opening batter,right-hand bat,right-arm medium-fast,8,8,433,61.85,87.12,3,0,,,,,61.85,,
703323,Ihsanullah,40,top-order batter,right-hand bat,,16,16,307,21.92,69.77,0,3,,,,,21.92,,
793467,Karim Janat,40,bowling allrounder,right-hand bat,right-arm medium,1,1,9,9,27.27,0,0,0,,7.75,,9,,0
25913,Mohammad Nabi,40,allrounder,right-hand bat,right-arm offbreak,136,121,2968,27.48,85.33,1,15,144,32.13,4.28,44.9,27.48,32.13,144
974109,Mujeeb Ur Rahman,40,bowler,right-hand bat,right-arm offbreak,55,27,97,6.92,75.78,0,0,79,24.75,4.06,36.5,6.92,24.75,79
524049,Najibullah Zadran,40,middle-order batter,left-hand bat,right-arm offbreak,82,75,1974,31.33,90.26,1,15,0,,6,,31.33,,0
793447,Naveen-ul-Haq,40,bowler,right-hand bat,right-arm medium-fast,7,5,21,21,72.41,0,0,14,25.42,5.78,26.3,21,25.42,14
913843,Nijat Masood,40,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
1182529,Noor Ahmad,40,bowler,right-hand bat,left-arm wrist-spin,1,1,2,,200,0,0,0,,8,,,,0
914171,Qais Ahmad,40,bowler,right-hand bat,legbreak,1,,,,,,,3,10.66,4.17,15.3,,10.66,3
974087,Rahmanullah Gurbaz,40,wicketkeeper batter,right-hand bat,,15,15,582,41.57,88.31,3,2,,,,,41.57,,
533956,Rahmat Shah,40,allrounder,right-hand bat,legbreak googly,88,84,3083,38.06,70.5,5,22,14,36.71,5.81,37.8,38.06,36.71,14
793463,Rashid Khan,40,bowling allrounder,right-hand bat,legbreak googly,86,68,1134,20.25,105.29,0,5,163,18.55,4.17,26.6,20.25,18.55,163
1061090,Riaz Hassan,40,,right-hand bat,,,,,,,,,,,,,,,
318339,Samiullah Shinwari,40,allrounder,right-hand bat,legbreak,84,74,1811,29.2,65.49,0,11,46,37.58,4.91,45.8,29.2,37.58,46
633362,Sharafuddin Ashraf,40,allrounder,right-hand bat,slow left-arm orthodox,19,11,66,9.42,66,0,0,13,46.53,4.28,65.2,9.42,46.53,13
711559,Usman Ghani,40,opening batter,right-hand bat,,17,17,435,25.58,75.25,1,2,1,34,5.36,38,25.58,34,1
440968,Yamin Ahmadzai,40,bowler,right-hand bat,right-arm medium-fast,9,5,9,3,28.12,0,0,7,43.42,5.36,48.5,3,43.42,7
959759,FH Allen,5,top-order batter,right-hand bat,,17,16,482,30.12,94.14,0,4,,,,,30.12,,
54565,SW Bates,5,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,
499247,B Bezuidenhout,5,top-order batter,right-hand bat,,,,,,,,,,,,,,,
440516,TA Blundell,5,wicketkeeper batter,right-hand bat,right-arm offbreak,2,2,31,15.5,88.57,0,0,,,,,15.5,,
277912,TA Boult,5,bowler,right-hand bat,left-arm fast-medium,99,45,191,9.09,77.95,0,0,187,23.97,4.93,29.1,9.09,23.97,187
362541,DAJ Bracewell,5,bowler,right-hand bat,right-arm fast-medium,21,14,221,18.41,80.65,0,1,26,32.5,4.99,39,18.41,32.5,26
326968,MG Bracewell,5,batting allrounder,left-hand bat,right-arm offbreak,19,16,510,42.5,118.6,2,0,15,42.26,5.15,49.2,42.5,42.26,15
544558,RM Burns,5,,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
1169661,EJ Carson,5,bowler,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
438563,MS Chapman,5,allrounder,left-hand bat,slow left-arm orthodox,7,7,262,52.4,104.38,2,0,,,,,52.4,,
440517,D Cleaver,5,wicketkeeper batter,right-hand bat,legbreak,1,1,32,32,86.48,0,0,,,,,32,,
379140,DP Conway,5,wicketkeeper batter,left-hand bat,right-arm medium,18,17,733,45.81,86.54,3,3,,,,,45.81,,
55395,C de Grandhomme,5,allrounder,right-hand bat,right-arm medium-fast,45,35,742,26.5,106.15,0,4,30,41,4.76,51.6,26.5,41,30
231740,SFM Devine,5,batting allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,
543466,LR Down,5,batter,right-hand bat,right-arm medium,,,,,,,,,,,,,,
547766,JA Duffy,5,bowler,right-hand bat,right-arm fast-medium,3,1,0,0,0,0,0,7,29.14,7.65,22.8,0,29.14,7
493773,LH Ferguson,5,bowler,right-hand bat,right-arm fast,53,25,97,6.92,49.23,0,0,85,31.04,5.66,32.8,6.92,31.04,85
1211545,IC Gaze,5,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,
438265,ML Green,5,middle-order batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
226492,MJ Guptill,5,opening batter,right-hand bat,right-arm offbreak,198,195,7346,41.73,87.29,18,39,4,24.5,5.39,27.2,41.73,24.5,4
594654,BM Halliday,5,allrounder,left-hand bat,right-arm medium,,,,,,,,,,,,,,
506612,MJ Henry,5,bowler,right-hand bat,right-arm fast-medium,65,25,223,13.11,92.91,0,0,116,25.47,5.2,29.3,13.11,25.47,116
625960,KA Jamieson,5,bowler,right-hand bat,right-arm fast-medium,8,3,34,34,109.67,0,0,11,26.9,4.31,37.4,34,26.9,11
439029,HNK Jensen,5,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
1208952,FC Jonas,5,bowler,right-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
803971,AC Kerr,5,allrounder,right-hand bat,legbreak,,,,,,,,,,,,,,
1068933,JM Kerr,5,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
388802,TWM Latham,5,wicketkeeper batter,left-hand bat,right-arm medium,123,113,3467,35.02,85.28,7,18,,,,,35.02,,
1125536,BG Lister,5,bowler,right-hand bat,left-arm medium,,,,,,,,,,,,,,
312174,FL Mackay,5,opening batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
701751,RA Mair,5,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
54537,KJ Martin,5,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,
385029,JT McFadyen,5,wicketkeeper,right-hand bat,,,,,,,,,,,,,,,
450860,AF Milne,5,bowler,right-hand bat,right-arm fast,42,17,168,16.8,101.81,0,0,45,37.88,5.32,42.6,16.8,37.88,45
381743,DJ Mitchell,5,allrounder,right-hand bat,right-arm medium,19,16,479,36.84,86.93,1,2,6,23.66,5.68,25,36.84,23.66,6
355269,JDS Neesham,5,batting allrounder,left-hand bat,right-arm medium-fast,71,61,1409,28.18,98.94,0,6,69,33.62,6.06,33.2,28.18,33.62,69
539511,HM Nicholls,5,top-order batter,left-hand bat,right-arm offbreak,61,59,1652,34.41,81.82,1,13,,,,,34.41,,
595783,AY Patel,5,bowler,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
1239671,MM Penfold,5,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
823509,GD Phillips,5,wicketkeeper batter,right-hand bat,right-arm offbreak,15,11,312,31.2,90.43,0,1,5,26.2,6.55,24,31.2,26.2,5
468573,GR Adair,29,,right-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
526441,MR Adair,29,bowling allrounder,right-hand bat,right-arm fast-medium,29,22,261,20.07,105.66,0,0,32,38.03,5.95,38.3,20.07,38.03,32
303423,A Balbirnie,29,batter,right-hand bat,right-arm offbreak,89,86,2665,33.31,75.71,8,13,2,34,6.8,30,33.31,34,2
595921,C Campher,29,allrounder,right-hand bat,right-arm medium-fast,19,16,471,31.4,71.9,0,4,15,34.86,5.59,37.4,31.4,34.86,15
1229015,A Canning,29,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
594992,M Commins,29,batter,left-hand bat,,,,,,,,,,,,,,,
1229005,A Dalzell,29,,right-hand bat,right-arm medium,,,,,,,,,,,,,,
1099379,GJ Delany,29,batting allrounder,right-hand bat,legbreak googly,14,13,159,17.66,89.32,0,0,4,49.5,6.82,43.5,17.66,49.5,4
418420,L Delany,29,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,
1229017,G Dempsey,29,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,
348034,GH Dockrell,29,allrounder,right-hand bat,slow left-arm orthodox,105,73,928,18.93,77.98,0,3,93,37.73,4.78,47.3,18.93,37.73,93
961401,ST Doheny,29,opening batter,right-hand bat,,3,2,87,43.5,72.5,0,1,,,,,43.5,,
1229023,S Forbes,29,,right-hand bat,,,,,,,,,,,,,,,
303508,SC Getkate,29,allrounder,right-hand bat,right-arm medium-fast,4,2,23,23,100,0,0,7,20.71,4.53,27.4,23,20.71,7
1099225,F Hand,29,bowling allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,
379144,GI Hume,29,bowler,left-hand bat,right-arm fast-medium,4,1,7,,63.63,0,0,4,43.75,6.03,43.5,,43.75,4
1229014,A Hunter,29,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,
571707,TE Kane,29,bowler,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
418422,SM Kavanagh,29,middle-order batter,right-hand bat,right-arm medium,,,,,,,,,,,,,,
592593,AN Kelly,29,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,
774347,GH Lewis,29,allrounder,right-hand bat,legbreak,,,,,,,,,,,,,,
928067,JB Little,29,bowler,right-hand bat,left-arm fast-medium,25,10,26,3.71,66.66,0,0,38,29.36,5.64,31.2,3.71,29.36,38
1094718,L Little,29,,right-hand bat,right-arm medium,,,,,,,,,,,,,,
1094720,S MacMahon,29,,right-hand bat,right-arm medium,,,,,,,,,,,,,,
1229018,J Maguire,29,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
417381,AR McBrine,29,bowler,left-hand bat,right-arm offbreak,70,46,672,19.76,71.33,0,2,76,32.81,4.42,44.5,19.76,32.81,76
348059,BJ McCarthy,29,bowler,right-hand bat,right-arm fast-medium,38,26,162,8.1,56.84,0,0,61,29.81,5.77,30.9,8.1,29.81,61
1135028,C Murray,29,bowler,right-hand bat,"legbreak,legbreak",,,,,,,,,,,,,,
1229953,C Olphert,29,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
1026403,L Paul,29,allrounder,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
1150585,O Prendergast,29,allrounder,right-hand bat,"right-arm medium-fast,right-arm medium",,,,,,,,,,,,,,
792135,C Raack,29,,right-hand bat,legbreak,,,,,,,,,,,,,,
1094716,Rachel Delaney,29,allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
54945,EAJ Richardson,29,allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
1112535,NA Rock,29,wicketkeeper batter,left-hand bat,,3,2,7,3.5,30.43,0,0,,,,,3.5,,
1005257,Simi Singh,29,bowling allrounder,right-hand bat,"right-arm offbreak,legbreak googly",35,30,593,22.8,72.76,1,1,39,25.92,3.99,38.9,22.8,25.92,39
303427,PR Stirling,29,batting allrounder,right-hand bat,right-arm offbreak,142,138,5230,38.74,86.54,13,26,43,45.16,4.77,56.7,38.74,45.16,43
1094717,R Stokell,29,batter,right-hand bat,"right-arm fast-medium,right-arm medium",,,,,,,,,,,,,,
961407,HT Tector,29,middle-order batter,right-hand bat,right-arm offbreak,26,25,1071,53.55,80.7,3,8,2,53.5,6.68,48,53.55,53.5,2
928057,LJ Tucker,29,wicketkeeper batter,right-hand bat,,32,26,483,20.12,71.66,0,2,,,,,20.12,,
8917,MM Ali,1,batting allrounder,left-hand bat,right-arm offbreak,126,100,2154,25.34,100.09,3,6,96,50.31,5.31,56.8,25.34,50.31,96
8608,JM Anderson,1,bowler,left-hand bat,right-arm fast-medium,194,79,273,7.58,48.66,0,0,269,29.22,4.92,35.6,7.58,29.22,269
669855,JC Archer,1,bowler,right-hand bat,right-arm fast,19,10,27,5.4,71.05,0,0,37,22.72,4.91,27.7,5.4,22.72,37
297433,JM Bairstow,1,wicketkeeper batter,right-hand bat,right-arm medium,95,86,3634,46.58,104.12,11,15,,,,,46.58,,
297074,TT Beaumont,1,opening batter,right-hand bat,,,,,,,,,,,,,,,
878025,LK Bell,1,bowler,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
297628,SW Billings,1,wicketkeeper batter,right-hand bat,,28,23,702,33.42,91.05,1,5,,,,,33.42,,
1022077,ME Bouchier,1,middle-order batter,right-hand bat,right-arm medium,,,,,,,,,,,,,,
10617,SCJ Broad,1,bowler,left-hand bat,right-arm fast-medium,121,68,529,12.3,74.61,0,0,178,30.13,5.26,34.3,12.3,30.13,178
911707,HC Brook,1,batter,right-hand bat,right-arm medium,3,3,86,28.66,98.85,0,1,,,,,28.66,,
53906,KH Brunt,1,bowling allrounder,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
308967,JC Buttler,1,wicketkeeper batter,right-hand bat,,162,135,4536,41.61,118.09,11,23,,,,,41.61,,
1187120,A Capsey,1,batting allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
596417,BA Carse,1,bowler,right-hand bat,right-arm fast,,,,,,,,,,,,,,
665053,Z Crawley,1,top-order batter,right-hand bat,right-arm offbreak,3,3,97,48.5,114.11,0,1,,,,,48.5,,
297085,KL Cross,1,bowler,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
662973,SM Curran,1,allrounder,left-hand bat,left-arm medium-fast,21,14,262,21.83,100,0,1,20,43.3,5.9,44,21.83,43.3,20
515876,AN Davidson-Richards,1,bowling allrounder,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
652945,FR Davies,1,bowler,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
211855,LA Dawson,1,allrounder,right-hand bat,slow left-arm orthodox,6,5,63,12.6,85.13,0,0,5,56.8,6.45,52.8,12.6,56.8,5
1039421,CE Dean,1,bowling allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
521637,BM Duckett,1,top-order batter,left-hand bat,right-arm offbreak,6,6,146,24.33,75.25,0,2,,,,,24.33,,
885815,SIR Dunkley,1,batting allrounder,right-hand bat,legbreak,,,,,,,,,,,,,,
878039,S Ecclestone,1,bowler,right-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
639080,MD Fisher,1,bowler,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
364788,BT Foakes,1,wicketkeeper batter,right-hand bat,,1,1,61,,80.26,0,1,,,,,,,
473191,RJ Gleeson,1,bowler,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,
885837,S Glenn,1,bowling allrounder,right-hand bat,legbreak,,,,,,,,,,,,,,
249866,AD Hales,1,opening batter,right-hand bat,right-arm medium,70,67,2419,37.79,95.72,6,14,,,,,37.79,,
897549,WG Jacks,1,batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
515874,AE Jones,1,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,
288992,CJ Jordan,1,bowler,right-hand bat,right-arm fast-medium,35,24,184,12.26,87.2,0,0,46,36.08,6,36,12.26,36.08,46
1195947,FG Kemp,1,bowler,left-hand bat,left-arm medium,,,,,,,,,,,,,,
358259,HC Knight,1,middle-order batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
749957,EL Lamb,1,batting allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
641423,DW Lawrence,1,middle-order batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
455524,MJ Leach,1,bowler,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,
460756,AZ Lees,1,opening batter,left-hand bat,legbreak,,,,,,,,,,,,,,
403902,LS Livingstone,1,batting allrounder,right-hand bat,legbreak,12,10,250,31.25,122.54,0,1,6,24.16,5.8,25,31.25,24.16,6
643885,S Mahmood,1,bowler,right-hand bat,right-arm fast-medium,7,2,20,10,64.51,0,0,14,19.92,4.58,26,10,19.92,14
232438,GS Ballance,9,middle-order batter,left-hand bat,legbreak,18,17,372,23.25,69.14,0,3,,,,,23.25,,
495964,RP Burl,9,middle-order batter,left-hand bat,legbreak,37,32,617,22.85,76.26,0,4,18,31.66,6.05,31.3,22.85,31.66,18
293831,RW Chakabva,9,wicketkeeper batter,right-hand bat,right-arm offbreak,61,57,1188,22,67.84,1,4,,,,,22,,
425639,TL Chatara,9,bowler,right-hand bat,right-arm fast-medium,80,54,192,6.62,46.94,0,0,105,32.23,5.13,37.6,6.62,32.23,105
317146,C Chatonzwa,9,,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
55354,CJ Chibhabha,9,top-order batter,right-hand bat,right-arm medium,109,109,2474,23.12,63.22,0,16,35,46.6,5.82,47.9,23.12,46.6,35
1119417,F Chipare,9,,right-hand bat,right-arm medium,,,,,,,,,,,,,,
1059122,TL Chivanga,9,bowler,right-hand bat,right-arm fast,5,4,11,5.5,68.75,0,0,3,65.66,5.42,72.6,5.5,65.66,3
1094714,CT Dhururu,9,wicketkeeper,right-hand bat,,,,,,,,,,,,,,,
55412,CR Ervine,9,middle-order batter,left-hand bat,right-arm offbreak,107,103,2948,32.39,75.01,3,18,,,,,32.39,,
696127,B Evans,9,allrounder,right-hand bat,right-arm fast,11,9,101,14.42,84.87,0,0,11,39.18,6.38,36.8,14.42,39.18,11
922491,N Gwanzura,9,,right-hand bat,right-arm medium,,,,,,,,,,,,,,
541224,LM Jongwe,9,bowler,right-hand bat,right-arm fast-medium,37,31,352,13.03,80,0,0,38,33.73,5.67,35.6,13.03,33.73,38
465327,I Kaia,9,opening batter,right-hand bat,legbreak,14,14,384,29.53,65.19,1,2,0,,4.71,,29.53,,0
493765,T Kaitano,9,opening batter,right-hand bat,right-arm offbreak,8,8,126,15.75,67.74,0,0,,,,,15.75,,
1045883,C Madande,9,wicketkeeper batter,right-hand bat,,3,3,42,21,68.85,0,0,,,,,21,,
938959,W Madhevere,9,allrounder,right-hand bat,right-arm offbreak,26,25,487,19.48,73.45,0,4,9,57.22,5.08,67.5,19.48,57.22,9
1037845,T Makoni,9,opening batter,right-hand bat,right-arm medium,,,,,,,,,,,,,,
317139,P Marange,9,,left-hand bat,right-arm offbreak,,,,,,,,,,,,,,
946507,T Marumani,9,top-order batter,left-hand bat,right-arm offbreak,11,10,139,13.9,58.89,0,0,,,,,13.9,,
571703,WP Masakadza,9,bowler,left-hand bat,slow left-arm orthodox,26,15,68,5.66,44.73,0,0,25,39.32,5.03,46.8,5.66,39.32,25
722313,JK Masara,9,,right-hand bat,legbreak,,,,,,,,,,,,,,
1273947,M Mavunga,9,bowling allrounder,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
806239,B Mavuta,9,allrounder,right-hand bat,legbreak,8,5,52,13,110.63,0,0,7,38,5.78,39.4,13,38,7
317144,SM Mayers,9,,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
538592,A Mazvishaya,9,,right-hand bat,right-arm medium,,,,,,,,,,,,,,
638263,E Mbofana,9,,right-hand bat,right-arm medium,,,,,,,,,,,,,,
317148,CS Mugeri-Tiripano,9,allrounder,left-hand bat,right-arm medium,,,,,,,,,,,,,,
272026,P Mujaji,9,,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
1122853,T Munyonga,9,allrounder,right-hand bat,right-arm offbreak,6,6,92,18.4,68.65,0,0,0,,10,,18.4,,0
538591,M Mupachikwa,9,,right-hand bat,,,,,,,,,,,,,,,
596375,TK Musakanda,9,top-order batter,right-hand bat,"right-arm medium,right-arm slow-medium",16,16,308,20.53,79.58,0,1,0,,5.5,,20.53,,0
922493,AC Mushangwe,9,bowler,right-hand bat,legbreak,,,,,,,,,,,,,,
501348,M Musonda,9,,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,
235516,R Mutumbami,9,wicketkeeper batter,right-hand bat,right-arm offbreak,36,34,618,19.31,72.96,0,3,,,,,19.31,,
827051,B Muzarabani,9,bowler,right-hand bat,right-arm fast-medium,33,27,64,3.36,35.75,0,0,46,29.91,5.14,34.8,3.36,29.91,46
946517,D Myers,9,top-order batter,right-hand bat,right-arm medium,5,5,96,19.2,61.14,0,0,1,13,6.5,12,19.2,13,1
1250707,KT Ndhlovu,9,allrounder,left-hand bat,"slow left-arm orthodox,slow left-arm orthodox",,,,,,,,,,,,,,
596456,A Ndlovu,9,bowler,right-hand bat,slow left-arm orthodox,2,,,,,,,1,80,4.7,102,,80,1
806241,R Ngarava,9,bowler,left-hand bat,left-arm fast-medium,30,19,108,10.8,71.52,0,0,30,42.36,5.61,45.2,10.8,42.36,30
670013,FA Allen,4,bowling allrounder,right-hand bat,slow left-arm orthodox,20,16,200,15.38,98.52,0,1,7,89.57,5.64,95.1,15.38,89.57,7
661441,AA Alleyne,4,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,
431909,J Blackwood,4,middle-order batter,right-hand bat,right-arm offbreak,3,3,23,11.5,56.09,0,0,0,,5.33,,11.5,,0
314650,NE Bonner,4,middle-order batter,right-hand bat,legbreak,6,6,85,17,62.96,0,0,1,55,5.07,65,17,55,1
348024,KC Brathwaite,4,opening batter,right-hand bat,right-arm offbreak,10,10,278,27.8,57.55,0,1,1,140,5.52,152,27.8,140,1
230555,SSJ Brooks,4,top-order batter,right-hand bat,legbreak,21,21,694,34.7,76.34,1,4,,,,,34.7,,
663639,SJ Bruce,4,,left-hand bat,right-arm medium,,,,,,,,,,,,,,
348026,JD Campbell,4,opening batter,left-hand bat,right-arm offbreak,6,5,248,49.6,115.88,1,0,0,,13,,49.6,,0
424631,SA Campbelle,4,middle-order batter,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,
431902,Y Cariah,4,bowler,left-hand bat,legbreak,3,2,53,53,62.35,0,1,3,50.66,6.08,50,53,50.66,3
820677,KU Carty,4,batter,right-hand bat,right-arm medium,,,,,,,,,,,,,,
601968,T Chanderpaul,4,opening batter,left-hand bat,legbreak,,,,,,,,,,,,,,
333066,J Charles,4,wicketkeeper batter,right-hand bat,,48,48,1283,26.72,83.8,2,4,0,,14.4,,26.72,,0
